date,price
2020-08-10,86.07452450725525
2020-08-11,87.25584560830109
2020-08-12,85.61418001502372
2020-08-13,87.01605273979946
2020-08-14,89.10046269642118
2020-08-17,87.69377191795387
2020-08-18,89.44450737759097
2020-08-19,90.23108783882022
2020-08-20,91.77273282191132
2020-08-21,95.3687622469011
2020-08-24,94.94932448023287
2020-08-25,93.57550022301467
2020-08-26,91.97145993967642
2020-08-27,90.5282634419336
2020-08-28,90.43397902874369
2020-08-31,91.09866140623078
2020-09-01,91.64999561767301
2020-09-02,93.22543493159192
2020-09-03,93.29631672257223
2020-09-04,96.096347774967
2020-09-07,95.63684695193864
2020-09-08,101.0344509806171
2020-09-09,102.35783952686134
2020-09-10,100.66838049284979
2020-09-11,98.5844856977697
2020-09-14,99.5901587192333
2020-09-15,99.19564339748536
2020-09-16,100.67264414263138
2020-09-17,101.680836977737
2020-09-18,101.58361780660904
2020-09-21,99.9276481598845
2020-09-22,96.99403300777415
2020-09-23,96.17978131930336
2020-09-24,97.89026810142602
2020-09-25,98.35948809725669
2020-09-28,95.98714126891856
2020-09-29,96.36835266865184
2020-09-30,97.16243868428464
2020-10-01,95.50771740722372
2020-10-02,95.84972082729315
2020-10-05,96.0093642763861
2020-10-06,93.88647365446396
2020-10-07,94.60800316257928
2020-10-08,95.72291950393921
2020-10-09,97.86791739356498
2020-10-12,100.00246432538347
2020-10-13,97.3333263232869
2020-10-14,95.57248270218523
2020-10-15,96.61032756599592
2020-10-16,97.65700251974346
2020-10-19,98.71750821152655
2020-10-20,106.67821305761503
2020-10-21,107.95718991836807
2020-10-22,110.4923261234823
2020-10-23,112.67708883280446
2020-10-26,114.2117214926992
2020-10-27,113.55059938111107
2020-10-28,115.3450339310367
2020-10-29,113.6327125273219
2020-10-30,113.15234030654496
2020-11-02,112.11529754299434
2020-11-03,112.3551983623305
2020-11-04,117.73760220833498
2020-11-05,113.47847080597492
2020-11-06,115.10426136631564
2020-11-09,111.5066266289449
2020-11-10,110.5143507391814
2020-11-11,113.00413324213957
2020-11-12,113.20609372230898
2020-11-13,110.84746867697793
2020-11-16,109.32761604152248
2020-11-17,110.87916236937332
2020-11-18,109.32593485201645
2020-11-19,109.8551654168452
2020-11-20,110.01032851546773
2020-11-23,108.64028096699553
2020-11-24,113.45668473766386
2020-11-25,114.96175550889309
2020-11-26,110.45372561435569
2020-11-27,110.9218330873938
2020-11-30,109.51812027476844
2020-12-01,111.45697970696115
2020-12-02,109.75913350057327
2020-12-03,109.56232228360744
2020-12-04,110.72983174531771
2020-12-07,112.72017161608278
2020-12-08,110.10147735576587
2020-12-09,109.42205149045355
2020-12-10,108.44178996625213
2020-12-11,107.08757379032018
2020-12-14,110.99176741853597
2020-12-15,111.95037193609662
2020-12-16,109.21713733432195
2020-12-17,111.29621218636183
